Unnamed: 0,ip_src,ip_dst,prt_src,prt_dst,proto,fwd_num_pkts,bwd_num_pkts,fwd_mean_iat,bwd_mean_iat,fwd_std_iat,bwd_std_iat,fwd_min_iat,bwd_min_iat,fwd_max_iat,bwd_max_iat,fwd_mean_offset,bwd_mean_offset,fwd_mean_pkt_len,bwd_mean_pkt_len,fwd_std_pkt_len,bwd_std_pkt_len,fwd_min_pkt_len,bwd_min_pkt_len,fwd_max_pkt_len,bwd_max_pkt_len,fwd_num_bytes,bwd_num_bytes,fwd_num_psh_flags,bwd_num_psh_flags,fwd_num_rst_flags,bwd_num_rst_flags,fwd_num_urg_flags,bwd_num_urg_flags
587,192.168.10.50,192.168.10.3,53674,3268,6,76,40,1.99274360020955,3.83219320957477,4.74033308674627,6.01695335686438,9.5367431640625E-07,1.19209289550781E-06,15.8653099536896,15.8658611774445,71.3304873975118,76.2499789641454,245.973684210526,116.2,198.79961967057,23.4767970558166,52,40,456,124,18694,4648,40,36,0,2,0,0
588,192.168.10.50,192.168.10.3,54688,389,6,94,52,1.78812291545253,3.26069023562413,4.65711489860006,5.89865484297669,9.5367431640625E-07,9.5367431640625E-07,21.9029610157013,21.903303861618,63.1288973054578,71.0067357315737,237.063829787234,327.884615384615,191.033962030741,92.9451148726937,52,40,456,368,22284,17050,48,48,0,4,0,0
590,192.168.10.12,192.168.10.50,52894,22,6,42,42,0.036763074921399,0.036757242388842,0.161197417696377,0.150626835538226,9.5367431640625E-07,9.5367431640625E-07,0.976871013641357,0.935128211975098,0.349870827139878,0.332009332935985,115.809523809524,217.952380952381,107.462338495918,316.653404663217,52,52,508,1028,4864,9154,24,22,0,0,0,0
599,192.168.10.12,192.168.10.50,52896,22,6,44,44,0.029478305994078,0.029473371283953,0.151826623917843,0.143926357575007,9.5367431640625E-07,9.5367431640625E-07,0.99732780456543,0.954791784286499,0.239106056302093,0.208908757498098,114.363636363636,203.136363636364,106.136509635874,309.629734221456,52,52,508,1028,5032,8938,24,24,0,0,0,0
720,192.168.10.5,192.168.10.50,50374,21,6,22,28,0.007330326806931,0.005699113563255,0.026454706515222,0.016996159938212,9.5367431640625E-07,0,0.122859001159668,0.075809001922608,0.095049403962635,0.096271347116541,49.0909090909091,56.5714285714286,11.8202795341084,15.3656122825069,40,40,83,92,1080,1584,12,16,0,0,0,0
721,192.168.10.5,192.168.10.50,50375,56519,6,20,10,0.001415742071051,0.002971463733249,0.004825239201648,0.006745321240068,9.5367431640625E-07,9.5367431640625E-07,0.021343946456909,0.021544933319092,0.020116115871229,0.021497858895196,1066.9,42.4,992.724377659781,4.8,40,40,2960,52,21338,424,4,0,0,0,0,0
919,192.168.10.17,192.168.10.50,60498,21,6,22,28,0.006477004005795,0.005035259105541,0.025765497446026,0.016686039095459,9.5367431640625E-07,0,0.121258974075317,0.079912900924683,0.075134504409064,0.09001519061901,60.7272727272727,68.2142857142857,11.7866712788094,15.3212204448068,52,52,95,103,1336,1910,12,16,0,0,0,0
921,192.168.10.17,192.168.10.50,60618,8093,6,19,10,0.000590324401855,0.00115344259474,0.001884254025325,0.002646045801162,9.5367431640625E-07,0,0.008195877075195,0.00846004486084,0.007817983627319,0.008361948861016,1132.52631578947,53.6,1092.44787270178,3.2,52,52,2948,60,21518,536,4,0,0,0,0,0
1102,192.168.10.16,192.168.10.50,44734,22,6,44,46,0.033383763113687,0.031894646750556,0.154617409759922,0.142638810579445,9.5367431640625E-07,9.5367431640625E-07,0.996173143386841,0.953949928283691,0.332981364671574,0.317691712909275,112.909090909091,203.521739130435,105.829583890547,303.852062053834,52,52,508,1028,4968,9362,24,26,0,0,0,0
1114,192.168.10.16,192.168.10.50,44736,22,6,44,44,0.031437957009604,0.031433349431947,0.152755862696416,0.144442842378977,9.5367431640625E-07,9.5367431640625E-07,0.996942043304443,0.953881025314331,0.291746865871341,0.265952454056851,114.363636363636,203.136363636364,106.136509635874,309.629734221456,52,52,508,1028,5032,8938,24,24,0,0,0,0
