Unnamed: 0,ip_src,ip_dst,prt_src,prt_dst,proto,fwd_num_pkts,bwd_num_pkts,fwd_mean_iat,bwd_mean_iat,fwd_std_iat,bwd_std_iat,fwd_min_iat,bwd_min_iat,fwd_max_iat,bwd_max_iat,fwd_mean_offset,bwd_mean_offset,fwd_mean_pkt_len,bwd_mean_pkt_len,fwd_std_pkt_len,bwd_std_pkt_len,fwd_min_pkt_len,bwd_min_pkt_len,fwd_max_pkt_len,bwd_max_pkt_len,fwd_num_bytes,bwd_num_bytes,fwd_num_psh_flags,bwd_num_psh_flags,fwd_num_rst_flags,bwd_num_rst_flags,fwd_num_urg_flags,bwd_num_urg_flags
44,192.168.10.8,205.174.165.73,53966,444,6,7,6,7.11101682980855,8.53263020515442,15.7855224206215,16.9376563376521,0.000608921051025,0.000594854354858,42.4081630706787,42.4076571464539,14.3407816886902,8.67666735649109,60.1428571428571,87.1666666666667,32.1799785644454,98.4046351663488,40,40,133,307,421,523,2,2,1,0,0,0
646,192.168.10.12,192.168.10.50,34432,22,6,44,44,0.030869533849317,0.030865586081217,0.153226504694713,0.144693283980211,0,0,0.993010997772217,0.952021837234497,0.264728013859239,0.236879930939785,112.909090909091,210.409090909091,105.829583890547,311.02479572169,52,52,508,1028,4968,9258,24,24,0,0,0,0
658,192.168.10.12,192.168.10.50,34434,22,6,44,44,0.030693325885507,0.030689117520355,0.152339354590094,0.144297626676323,9.5367431640625E-07,0,0.997148036956787,0.955926895141602,0.270193255224893,0.243934470553731,114.363636363636,203.136363636364,106.136509635874,309.629734221456,52,52,508,1028,5032,8938,24,24,0,0,0,0
1274,192.168.10.5,192.168.10.50,54755,21,6,22,28,0.00726580619812,0.005648074326692,0.026550085798778,0.017479424226944,0,9.5367431640625E-07,0.123799800872803,0.082846164703369,0.094964163643973,0.095968272950914,49.0909090909091,56.4285714285714,11.8202795341084,15.0414393579599,40,40,83,90,1080,1580,12,16,0,0,0,0
1276,192.168.10.5,192.168.10.50,54756,9007,6,20,10,0.001264685078671,0.002653227912055,0.004297942109586,0.006035500198601,9.5367431640625E-07,1.19209289550781E-06,0.019017934799194,0.01927399635315,0.017961615010312,0.019204166200426,1066.9,42.4,992.724377659781,4.8,40,40,2960,52,21338,424,4,0,0,0,0,0
1325,192.168.10.8,192.168.10.50,53968,22,6,38,44,0.044172435193449,0.038005113601685,0.173268382844877,0.147574041184809,1.9073486328125E-06,9.5367431640625E-07,0.995374917984009,0.953845024108887,0.481914713576033,0.452690218770227,108.21052631579,198.590909090909,102.141068057533,308.832796640823,40,40,448,1016,4112,8738,24,26,0,0,0,0
1330,192.168.10.8,192.168.10.50,53969,22,6,38,42,0.041910132846317,0.037818077133923,0.168197906275469,0.148863252730252,2.14576721191406E-06,9.5367431640625E-07,0.996667146682739,0.952975988388062,0.444134190275862,0.403325139022455,109.894736842105,198.52380952381,102.38723950964,315.023448718711,40,40,448,1016,4176,8338,24,24,0,0,0,0
1996,192.168.10.25,192.168.10.50,51052,21,6,36,28,0.005192797524588,0.006727704295406,0.023157696896982,0.019946495346792,9.5367431640625E-07,9.5367431640625E-07,0.135625839233398,0.094809055328369,0.109215157372611,0.109794325298733,57.5555555555556,68.2857142857143,10.248155510043,15.484686312744,52,52,95,104,2072,1912,12,16,0,0,0,0
2017,192.168.10.25,192.168.10.50,51053,48016,6,28,24,0.001344707277086,0.001574474832286,0.005555365003608,0.006056199192291,9.5367431640625E-07,0,0.028907060623169,0.029191970825195,0.029086377885607,0.030966002008189,785.5,54.6666666666667,672.683830424283,4.71404520791032,52,52,1500,64,21994,1312,4,0,0,0,0,0
2199,192.168.10.14,192.168.10.50,64925,21,6,22,28,0.007427669706799,0.005774886519821,0.026742212770582,0.017660336310859,9.5367431640625E-07,0,0.124067068099976,0.082792043685913,0.096223149980818,0.096970001856486,49.0909090909091,56.5,11.8202795341084,15.2022084861754,40,40,83,91,1080,1582,12,16,0,0,0,0
2200,192.168.10.14,192.168.10.50,64926,22459,6,19,10,0.001551734076606,0.003095891740587,0.00514002256618,0.0070537455306,9.5367431640625E-07,0,0.022171974182129,0.022476196289063,0.020485003789266,0.022375398212009,1120.94736842105,42.4,1035.33897188486,4.8,40,40,2960,52,21298,424,4,0,0,0,0,0
2221,192.168.10.16,192.168.10.50,52590,21,6,22,28,0.006432045073736,0.00500018508346,0.025110192390988,0.016089032540408,1.19209289550781E-06,9.5367431640625E-07,0.118068933486938,0.07544207572937,0.074157385599046,0.088894791073269,60.7272727272727,68.2857142857143,11.7866712788094,15.484686312744,52,52,95,104,1336,1912,12,16,0,0,0,0
2222,192.168.10.16,192.168.10.50,34942,35576,6,19,10,0.000703387790256,0.001376787821452,0.002274384413525,0.003176531287848,9.5367431640625E-07,9.5367431640625E-07,0.00989294052124,0.010159969329834,0.009385347366333,0.010012282265557,1132.52631578947,53.6,1092.44787270178,3.2,52,52,2948,60,21518,536,4,0,0,0,0,0
2272,192.168.10.8,192.168.10.50,53970,21,6,22,28,0.007639430818104,0.0059408876631,0.028238790956617,0.018887373769267,9.5367431640625E-07,9.5367431640625E-07,0.131730794906616,0.091465950012207,0.100050948915027,0.100988891389635,49.0909090909091,56.5714285714286,11.8202795341084,15.3656122825069,40,40,83,92,1080,1584,12,16,0,0,0,0
2273,192.168.10.8,192.168.10.50,53971,48557,6,19,10,0.00137988726298,0.002733204099867,0.004528131604712,0.006202955626453,1.9073486328125E-06,9.5367431640625E-07,0.019618034362793,0.019840955734253,0.018242213461134,0.01978521876865,1120.94736842105,42.4,1035.33897188486,4.8,40,40,2960,52,21298,424,4,0,0,0,0,0
2318,192.168.10.16,192.168.10.50,57834,22,6,44,46,0.030872394872266,0.029494243197971,0.151993553150453,0.141008553200027,9.5367431640625E-07,9.5367431640625E-07,0.996007919311523,0.953735828399658,0.280168012131092,0.256762504577637,112.909090909091,203.521739130435,105.829583890547,303.852062053834,52,52,508,1028,4968,9362,24,26,0,0,0,0
2324,192.168.10.16,192.168.10.50,57836,22,6,44,44,0.031158114588538,0.031153906223386,0.152087190453739,0.144006541936693,9.5367431640625E-07,9.5367431640625E-07,0.996210098266602,0.953835010528564,0.289069164630979,0.262904388960018,114.363636363636,203.136363636364,106.136509635874,309.589801255342,52,52,508,1028,5032,8938,24,24,0,0,0,0
