Unnamed: 0,ip_src,ip_dst,prt_src,prt_dst,proto,fwd_num_pkts,bwd_num_pkts,fwd_mean_iat,bwd_mean_iat,fwd_std_iat,bwd_std_iat,fwd_min_iat,bwd_min_iat,fwd_max_iat,bwd_max_iat,fwd_mean_offset,bwd_mean_offset,fwd_mean_pkt_len,bwd_mean_pkt_len,fwd_std_pkt_len,bwd_std_pkt_len,fwd_min_pkt_len,bwd_min_pkt_len,fwd_max_pkt_len,bwd_max_pkt_len,fwd_num_bytes,bwd_num_bytes,fwd_num_psh_flags,bwd_num_psh_flags,fwd_num_rst_flags,bwd_num_rst_flags,fwd_num_urg_flags,bwd_num_urg_flags
3,192.168.10.8,192.168.10.50,51343,22,6,4,2,7.13666280110677E-05,3.09944152832031E-06,6.66277440052154E-05,0,4.05311584472656E-06,3.09944152832031E-06,0.000162124633789,3.09944152832031E-06,0.000128110249837,3.09944152832031E-06,40,40,0,0,40,40,40,40,160,80,0,0,0,0,0,0
31,192.168.10.51,172.16.0.1,48061,443,6,11,9,0.212695384025574,0.265862643718719,0.595901986356911,0.656143200632062,2.86102294921875E-06,3.09944152832031E-06,1.99864602088928,1.99855089187622,0.455496621131897,0.814447224140167,297.909090909091,277.444444444444,405.352249631098,391.858282520922,52,40,1122,1011,3277,2497,5,3,0,2,0,0
183,192.168.10.51,172.16.0.1,48062,443,6,9,8,0.249801248311996,0.285478149141584,0.645148949042583,0.697552439400309,2.86102294921875E-06,3.09944152832031E-06,1.9563570022583,1.99412512779236,0.505627334117889,0.857450383050101,233.666666666667,185.75,338.407052723984,311.570517700247,52,40,1080,1001,2103,1486,4,2,0,2,0,0
350,192.168.10.51,172.16.0.1,48064,443,6,24,19,0.23077887037526,0.294881502787272,0.555047178572036,0.63305830700837,2.86102294921875E-06,3.09944152832031E-06,1.95891714096069,1.99580001831055,1.50131151987159,1.63318796952565,541.208333333333,549.736842105263,538.827583676407,674.734009354428,52,40,1248,2619,12989,10445,13,11,0,2,0,0
360,192.168.10.51,172.16.0.1,48065,443,6,18,15,0.303981304168701,0.36911255972726,0.625509296224242,0.687278387791635,3.09944152832031E-06,1.78813934326172E-05,1.95475196838379,1.99191093444824,2.0409108470468,2.27877940450396,499.666666666667,513.866666666667,507.792717990761,503.176425874221,52,40,1271,1439,8994,7708,10,9,0,2,0,0
361,192.168.10.51,172.16.0.1,48066,443,6,16,16,0.345815722147624,0.345808680852254,0.610932342242038,0.622390463642955,2.86102294921875E-06,2.14576721191406E-06,1.99782013893127,1.99778699874878,1.87299056053162,2.14884853363037,507.5,506.75,525.305863283478,545.135705581647,52,40,1255,1515,8120,8108,9,7,0,2,0,0
362,192.168.10.51,172.16.0.1,48067,443,6,17,14,0.322983309626579,0.397514086503249,0.654354513525372,0.720379325125039,4.79221343994141E-05,4.91142272949219E-05,1.95504903793335,1.99413514137268,2.47461138665676,2.70717032139118,466.294117647059,513.071428571429,502.219633779518,605.638560798873,52,40,1241,1859,7927,7183,9,7,0,2,0,0
363,192.168.10.51,172.16.0.1,48068,443,6,18,16,0.303991107379689,0.344523270924886,0.6393117597165,0.683564683988132,4.88758087158203E-05,3.09944152832031E-06,1.95518302917481,1.99313998222351,2.5160504509421,2.7691176255544,580.277777777778,409.3125,537.897429870908,447.063155318966,52,40,1271,1250,10445,6549,11,9,0,2,0,0
364,192.168.10.51,172.16.0.1,48069,443,6,10,10,0.574115567737155,0.574109898673164,0.969143520453085,0.969046858816818,3.09944152832031E-06,9.5367431640625E-07,2.69079804420471,2.69055700302124,2.79915642738342,3.37302284770542,329.5,245,431.788431989557,480.882937938122,52,40,1218,1674,3295,2450,5,3,0,2,0,0
469,192.168.10.50,192.168.10.3,53708,3268,6,120,62,2.76766813502592,5.39921506506498,5.37065454027226,6.48579984258285,1.9073486328125E-06,9.5367431640625E-07,16.5510900020599,16.5515048503876,174.516643946912,181.02341702727,247.75,118.58064516129,200.617100052147,20.6362884158893,52,40,456,124,29730,7352,60,58,0,4,0,0
470,192.168.10.50,192.168.10.3,54722,389,6,132,68,2.75842242022507,5.39332854925697,5.34854659695533,6.45957022526861,1.9073486328125E-06,9.5367431640625E-07,16.5511801242828,16.5515580177307,191.104514480547,197.612516976115,248.272727272727,348.705882352941,200.704331418477,77.1764705882353,52,40,456,368,32772,23712,66,64,0,4,0,0
487,192.168.10.51,172.16.0.1,48071,443,6,9,8,0.250970393419266,0.286817857197353,0.644759752862282,0.696371169467235,3.09944152832031E-06,3.09944152832031E-06,1.95653200149536,1.99254608154297,0.510473608970642,0.864587272916521,234.444444444444,185.75,340.353773826624,311.570517700247,52,40,1087,1001,2110,1486,4,2,0,2,0,0
494,192.168.10.51,172.16.0.1,48072,443,6,18,19,0.228781644035788,0.216067168447706,0.58321254749167,0.588091074964699,4.05311584472656E-06,9.5367431640625E-07,1.95286202430725,1.99067807197571,1.24449449426988,1.09036387337579,819.666666666667,246.157894736842,1347.20558523519,399.032021292302,52,40,5844,1515,14754,4677,8,6,0,2,0,0
